amount,transaction_type,location,transaction_hour,device_type,transaction_freq,account_age_days,failed_attempts,is_new_device
6878.41,online_purchase,domestic,15,mobile,10,1240,0,1
11761.21,online_purchase,local,8,tablet,8,1887,1,0
9546.13,pos_payment,domestic,7,tablet,7,2558,0,0
8586.2,online_purchase,domestic,15,tablet,10,3572,1,1
2176.95,atm_withdrawal,domestic,7,mobile,8,2663,0,1
14190.37,pos_payment,local,7,mobile,8,778,0,1
4520.14,pos_payment,local,16,mobile,9,2789,0,0
8670.26,atm_withdrawal,domestic,7,tablet,8,1463,1,0
10496.64,online_purchase,domestic,17,mobile,6,3248,1,1
9738.5,crypto_transfer,domestic,17,desktop,5,1851,0,1
14108.92,crypto_transfer,local,8,desktop,6,1314,0,0
2226.58,crypto_transfer,local,13,tablet,7,2097,0,0
7625.29,pos_payment,domestic,7,desktop,5,1476,0,0
6060.52,atm_withdrawal,domestic,14,desktop,6,1419,1,0
7112.53,crypto_transfer,domestic,7,tablet,9,2404,0,0
1788.26,atm_withdrawal,domestic,19,tablet,6,2971,0,1
2011.42,online_purchase,domestic,9,desktop,2,3168,0,1
4171.13,crypto_transfer,domestic,15,desktop,4,1892,1,1
4570.57,atm_withdrawal,domestic,8,desktop,4,926,1,1
6418.55,crypto_transfer,domestic,9,tablet,9,2144,1,0
9164.81,atm_withdrawal,domestic,12,desktop,6,1997,1,1
9519.44,crypto_transfer,domestic,14,desktop,4,1306,1,1
6177.16,pos_payment,domestic,20,tablet,9,3347,0,0
6131.75,atm_withdrawal,domestic,6,tablet,2,3575,1,0
3264.43,atm_withdrawal,domestic,6,desktop,4,882,1,0
8824.59,crypto_transfer,domestic,11,mobile,9,3054,0,0
4755.61,online_purchase,domestic,11,mobile,7,2616,1,0
540.9,atm_withdrawal,domestic,18,desktop,9,1494,1,1
6276.0,atm_withdrawal,domestic,18,tablet,9,2585,1,1
7111.99,pos_payment,domestic,18,tablet,10,1106,0,1
3383.89,atm_withdrawal,domestic,8,tablet,3,933,0,0
8586.87,pos_payment,local,11,mobile,9,3631,1,1
8486.58,atm_withdrawal,domestic,16,desktop,8,2588,0,0
10530.03,online_purchase,domestic,10,tablet,4,1470,0,0
9719.23,online_purchase,local,15,tablet,10,2045,0,1
9786.5,pos_payment,domestic,9,mobile,6,3504,0,1
4743.21,atm_withdrawal,domestic,10,tablet,10,2012,1,1
11811.48,atm_withdrawal,local,18,mobile,7,3359,1,0
8237.17,pos_payment,domestic,9,mobile,7,3267,1,0
6471.27,atm_withdrawal,domestic,19,tablet,3,1735,0,0
9390.19,atm_withdrawal,domestic,10,tablet,10,2763,0,0
5409.86,online_purchase,local,6,tablet,7,2659,0,0
7691.09,atm_withdrawal,domestic,9,desktop,2,2982,0,0
11050.59,pos_payment,domestic,8,desktop,2,1799,1,0
13296.04,pos_payment,domestic,13,desktop,9,883,0,1
13815.86,crypto_transfer,local,7,desktop,3,1230,0,0
7554.49,crypto_transfer,domestic,14,desktop,7,2531,1,0
7804.13,online_purchase,domestic,18,mobile,8,2993,1,1
11998.06,atm_withdrawal,domestic,11,tablet,4,2938,0,1
4716.76,atm_withdrawal,domestic,8,desktop,7,2435,1,1
12560.74,pos_payment,domestic,11,desktop,4,978,1,0
7412.12,atm_withdrawal,domestic,17,tablet,10,781,1,0
1737.85,crypto_transfer,local,14,desktop,10,3014,1,1
1080.89,atm_withdrawal,domestic,7,desktop,5,2335,0,1
12629.9,pos_payment,domestic,13,mobile,7,3016,0,1
833.52,online_purchase,domestic,12,mobile,6,1206,0,1
4209.17,crypto_transfer,domestic,10,desktop,10,1920,1,0
5011.95,crypto_transfer,domestic,7,desktop,5,3414,1,1
2594.92,crypto_transfer,domestic,19,tablet,7,1232,1,0
4708.4,atm_withdrawal,domestic,8,tablet,10,910,1,1
11140.39,online_purchase,local,8,tablet,3,2638,0,0
220.24,pos_payment,domestic,8,desktop,7,2466,0,1
12407.6,atm_withdrawal,domestic,14,mobile,3,3510,0,1
12848.22,crypto_transfer,domestic,12,tablet,7,3377,0,1
5583.92,pos_payment,domestic,9,tablet,5,2919,1,1
2304.19,pos_payment,local,12,desktop,11,787,1,0
9012.61,crypto_transfer,local,15,tablet,6,2133,0,1
1795.09,crypto_transfer,domestic,10,tablet,3,3347,1,0
5473.79,atm_withdrawal,domestic,18,desktop,9,1997,0,0
14376.44,online_purchase,local,10,mobile,9,3539,1,1
14931.97,online_purchase,local,8,mobile,8,2636,0,0
11581.57,atm_withdrawal,domestic,19,tablet,9,1050,1,0
4664.42,pos_payment,domestic,17,desktop,4,2217,0,1
10314.98,online_purchase,local,10,mobile,8,2761,0,1
10581.1,online_purchase,local,17,mobile,2,922,1,1
5817.63,pos_payment,domestic,13,tablet,4,1737,0,1
9613.33,crypto_transfer,local,11,mobile,10,2824,0,1
160.91,online_purchase,domestic,17,mobile,9,1189,0,0
3135.86,pos_payment,domestic,16,desktop,4,1748,1,1
7876.32,online_purchase,local,10,desktop,3,2745,0,0
2456.27,pos_payment,domestic,14,tablet,10,2995,1,1
2488.6,crypto_transfer,local,11,tablet,3,2244,1,0
12544.56,crypto_transfer,local,6,desktop,4,3524,1,1
14837.0,pos_payment,domestic,19,mobile,4,3432,0,1
8339.54,pos_payment,domestic,13,tablet,2,2113,1,1
12586.05,crypto_transfer,domestic,14,desktop,5,1199,0,1
14854.82,pos_payment,local,14,tablet,11,2987,1,1
2123.94,atm_withdrawal,local,13,desktop,5,1441,0,1
6723.68,crypto_transfer,domestic,10,mobile,6,3191,1,1
5888.59,pos_payment,domestic,19,tablet,9,2445,1,0
1200.74,crypto_transfer,domestic,14,mobile,7,1881,0,1
11329.95,pos_payment,local,15,tablet,9,2355,0,0
6506.69,crypto_transfer,domestic,12,tablet,8,2286,0,0
7039.9,online_purchase,domestic,10,mobile,7,3430,1,1
2260.09,online_purchase,domestic,7,tablet,8,1357,0,1
2713.9,online_purchase,local,11,mobile,9,3440,1,1
13606.55,pos_payment,domestic,8,desktop,8,822,1,1
669.74,pos_payment,local,15,desktop,9,2976,1,1
3492.78,online_purchase,domestic,18,desktop,3,3415,0,0
4380.89,online_purchase,domestic,10,desktop,8,1881,0,1
7352.96,crypto_transfer,domestic,10,desktop,8,944,0,1
8796.68,crypto_transfer,domestic,15,desktop,5,3080,1,1
7399.35,pos_payment,domestic,8,tablet,10,3191,0,0
1261.73,atm_withdrawal,domestic,19,mobile,5,1712,0,1
3655.01,atm_withdrawal,domestic,11,tablet,4,2245,0,0
12653.83,online_purchase,domestic,7,mobile,10,3094,1,0
9563.83,online_purchase,local,8,mobile,4,1291,1,0
9737.24,crypto_transfer,domestic,19,tablet,6,2567,0,1
10053.05,atm_withdrawal,domestic,9,mobile,5,1988,0,1
11443.55,pos_payment,domestic,15,tablet,10,1240,0,0
871.63,pos_payment,domestic,8,mobile,6,3158,0,1
5499.13,atm_withdrawal,domestic,8,mobile,8,1679,1,1
8092.91,online_purchase,local,18,tablet,9,3459,0,1
5076.85,pos_payment,domestic,8,mobile,8,2392,1,1
12667.18,online_purchase,local,6,tablet,10,2233,1,0
7238.59,atm_withdrawal,local,13,desktop,9,1967,1,0
11529.41,crypto_transfer,domestic,18,tablet,6,1900,0,1
12780.23,pos_payment,local,10,tablet,10,3119,1,0
7571.87,crypto_transfer,local,8,mobile,7,2709,0,0
13643.28,online_purchase,domestic,19,mobile,2,2989,0,0
8806.86,online_purchase,local,15,desktop,4,1960,1,0
12754.11,atm_withdrawal,domestic,17,tablet,7,1494,0,0
5108.86,atm_withdrawal,local,16,mobile,3,984,0,0
7482.25,online_purchase,domestic,15,mobile,7,2998,0,0
7971.17,crypto_transfer,domestic,11,desktop,5,1943,0,1
1574.7,online_purchase,domestic,10,mobile,7,2217,1,0
5978.29,pos_payment,domestic,16,mobile,2,2101,1,0
13760.07,pos_payment,domestic,16,mobile,9,1989,1,0
9462.48,pos_payment,domestic,19,tablet,5,2727,0,1
2662.6,online_purchase,local,14,tablet,3,2508,0,0
5082.83,atm_withdrawal,domestic,10,mobile,6,3568,0,1
2874.05,pos_payment,domestic,13,desktop,6,1136,1,0
372.35,atm_withdrawal,local,14,desktop,8,2405,1,0
13911.91,pos_payment,domestic,12,desktop,7,915,1,0
6723.11,online_purchase,local,17,tablet,2,3089,1,1
4613.03,online_purchase,domestic,14,desktop,10,2530,1,0
8977.16,pos_payment,local,6,tablet,6,1981,0,0
109.72,pos_payment,local,14,mobile,3,3073,1,0
4170.33,online_purchase,domestic,14,mobile,9,2059,1,0
10545.5,crypto_transfer,domestic,18,desktop,8,1396,1,1
9506.55,online_purchase,domestic,11,tablet,8,2110,0,0
14727.09,crypto_transfer,domestic,14,desktop,6,938,1,0
9305.37,pos_payment,domestic,12,desktop,6,3352,0,1
7162.59,crypto_transfer,local,13,mobile,7,2865,1,0
11421.49,crypto_transfer,local,7,desktop,2,2950,1,1
13549.92,atm_withdrawal,domestic,18,tablet,5,3284,1,1
10810.44,crypto_transfer,local,18,desktop,11,3042,0,1
14448.17,online_purchase,domestic,13,mobile,8,1991,0,0
11730.08,atm_withdrawal,local,13,tablet,6,1077,1,1
13002.02,online_purchase,local,7,tablet,4,1821,1,1
1711.56,atm_withdrawal,local,14,desktop,9,3458,1,0
10986.2,crypto_transfer,local,12,desktop,4,3501,0,0
6601.33,atm_withdrawal,local,16,desktop,3,2972,1,1
8296.56,online_purchase,domestic,6,tablet,3,1328,1,1
9811.54,atm_withdrawal,local,16,desktop,8,1298,0,0
14547.23,crypto_transfer,domestic,10,mobile,8,3299,0,1
14768.67,pos_payment,domestic,15,mobile,3,1145,1,0
4323.42,pos_payment,domestic,14,tablet,3,2436,0,0
11006.3,atm_withdrawal,domestic,9,tablet,8,1835,1,1
11249.75,atm_withdrawal,local,12,tablet,7,1612,1,1
5197.39,pos_payment,local,17,mobile,8,2708,0,0
1858.05,pos_payment,local,14,mobile,4,3532,0,1
614.2,crypto_transfer,domestic,7,desktop,8,3001,1,0
11660.15,pos_payment,domestic,12,mobile,10,2150,1,1
7345.5,crypto_transfer,local,10,desktop,7,2017,1,0
14783.1,crypto_transfer,domestic,15,desktop,4,3380,1,1
6974.6,online_purchase,domestic,14,mobile,8,2418,1,0
14668.75,atm_withdrawal,domestic,6,mobile,5,2181,1,0
6173.64,atm_withdrawal,domestic,14,desktop,2,2724,1,1
11905.23,online_purchase,domestic,16,tablet,5,1423,1,0
1272.29,online_purchase,domestic,16,desktop,10,917,0,0
8331.93,crypto_transfer,domestic,7,mobile,6,3227,0,1
12030.9,atm_withdrawal,local,10,mobile,10,2504,1,1
13870.53,online_purchase,local,12,desktop,6,1212,0,0
12338.75,atm_withdrawal,domestic,8,mobile,7,1601,1,0
554.56,atm_withdrawal,domestic,12,tablet,2,3621,1,0
5590.54,online_purchase,domestic,7,tablet,8,2583,0,1
730.48,online_purchase,domestic,7,mobile,3,2588,0,0
1639.23,crypto_transfer,local,15,tablet,6,941,1,1
10129.58,crypto_transfer,domestic,9,mobile,4,3559,0,1
10698.87,atm_withdrawal,local,16,desktop,5,3337,1,1
11605.81,pos_payment,domestic,6,tablet,7,2330,1,1
12981.85,crypto_transfer,domestic,14,mobile,2,1634,0,1
11091.47,crypto_transfer,local,11,mobile,4,2769,1,0
12013.07,online_purchase,local,17,mobile,11,3164,1,1
734.46,crypto_transfer,domestic,17,tablet,2,3026,0,1
3518.03,online_purchase,local,11,mobile,5,3583,0,1
9328.47,online_purchase,local,14,desktop,5,2590,0,1
12871.88,atm_withdrawal,domestic,9,desktop,5,1669,1,1
67.5,pos_payment,local,14,tablet,8,2184,0,0
7719.44,online_purchase,local,7,tablet,4,3114,0,0
10159.31,atm_withdrawal,local,12,tablet,6,1505,0,1
444.11,atm_withdrawal,domestic,8,tablet,8,1406,0,0
6020.33,atm_withdrawal,local,18,desktop,5,2847,0,1
13434.52,crypto_transfer,local,12,desktop,10,2028,1,1
10074.19,atm_withdrawal,local,14,mobile,11,3115,0,0
3564.88,online_purchase,local,11,tablet,3,1150,1,0
12791.72,online_purchase,local,10,desktop,5,1711,0,0
5220.47,online_purchase,local,9,desktop,4,1513,0,0
12800.17,online_purchase,local,18,mobile,4,2768,0,1
4484.15,pos_payment,domestic,17,mobile,6,2947,1,1
8854.8,atm_withdrawal,domestic,8,desktop,7,2062,1,1
5954.1,atm_withdrawal,local,16,desktop,6,2126,0,0
4122.38,crypto_transfer,local,12,desktop,4,1116,1,0
13298.36,pos_payment,domestic,6,mobile,4,2780,0,0
2813.91,online_purchase,domestic,13,mobile,11,3628,1,0
1272.17,atm_withdrawal,domestic,8,tablet,10,3002,1,1
5128.9,atm_withdrawal,local,9,desktop,3,1382,0,1
10764.59,crypto_transfer,domestic,15,desktop,8,2550,0,0
12111.47,atm_withdrawal,local,9,mobile,6,1592,0,1
14981.15,online_purchase,local,18,desktop,8,819,1,0
4445.43,pos_payment,local,15,desktop,7,1256,0,1
6119.13,atm_withdrawal,domestic,17,desktop,10,1030,1,0
2052.32,online_purchase,local,14,tablet,3,1303,0,0
8623.08,pos_payment,domestic,18,tablet,5,3053,1,0
14963.7,online_purchase,local,11,mobile,11,1586,0,0
10513.22,crypto_transfer,local,13,desktop,4,2941,1,0
8928.19,crypto_transfer,domestic,13,tablet,3,3501,0,1
5885.54,atm_withdrawal,domestic,18,desktop,8,2407,0,1
13729.48,pos_payment,local,8,mobile,9,2148,0,1
7453.75,pos_payment,domestic,14,mobile,8,2921,1,0
2015.5,pos_payment,local,16,tablet,9,1014,0,1
5480.68,online_purchase,local,11,tablet,8,1981,1,0
1007.5,atm_withdrawal,domestic,18,mobile,3,2187,1,0
3029.69,online_purchase,local,11,desktop,7,3157,0,1
265.03,pos_payment,domestic,8,desktop,9,3108,0,1
6799.2,online_purchase,domestic,14,mobile,10,3207,0,0
9518.1,pos_payment,local,12,desktop,4,2768,0,1
5149.39,pos_payment,local,6,tablet,3,2280,0,0
6305.73,crypto_transfer,local,7,mobile,9,3148,1,0
14388.14,atm_withdrawal,domestic,8,mobile,4,3280,0,0
11279.45,online_purchase,domestic,16,desktop,2,2133,0,0
8112.85,pos_payment,local,18,mobile,9,3608,1,0
4268.11,online_purchase,local,13,tablet,6,3285,0,1
13454.95,online_purchase,domestic,7,desktop,5,2221,1,0
3526.46,crypto_transfer,local,13,mobile,2,933,1,1
4880.14,crypto_transfer,domestic,18,desktop,2,1386,0,0
13635.97,pos_payment,domestic,16,tablet,9,2997,1,0
7943.13,crypto_transfer,domestic,10,desktop,6,1055,1,1
11134.77,online_purchase,local,7,desktop,3,2102,1,1
8861.17,online_purchase,local,18,mobile,5,2496,1,1
9801.59,atm_withdrawal,local,18,mobile,3,3295,1,0
4490.75,online_purchase,domestic,6,mobile,3,3204,1,1
3620.58,crypto_transfer,domestic,17,mobile,4,2962,1,0
4837.39,online_purchase,local,7,mobile,7,1921,1,0
2331.62,pos_payment,domestic,7,desktop,4,1146,1,0
13114.72,crypto_transfer,domestic,16,mobile,5,2686,1,1
4248.7,pos_payment,local,13,desktop,6,1260,0,1
8422.34,online_purchase,local,11,tablet,6,2369,1,1
11879.62,atm_withdrawal,local,18,tablet,3,3594,0,1
11757.36,pos_payment,domestic,17,desktop,2,2337,0,0
6575.79,crypto_transfer,domestic,7,mobile,2,2615,0,0
7143.86,atm_withdrawal,domestic,14,desktop,5,2709,0,1
14920.53,atm_withdrawal,domestic,16,tablet,8,3155,1,1
10118.96,crypto_transfer,domestic,13,desktop,3,2001,0,1
12219.58,crypto_transfer,domestic,19,tablet,9,2183,1,1
13538.31,atm_withdrawal,domestic,15,tablet,8,1244,1,0
11813.85,online_purchase,domestic,7,mobile,2,2525,0,1
2777.69,pos_payment,domestic,8,mobile,2,1594,0,1
8432.56,crypto_transfer,domestic,17,mobile,4,2213,1,0
1528.41,crypto_transfer,domestic,20,mobile,2,2969,1,0
9793.83,atm_withdrawal,domestic,7,mobile,7,782,0,0
14330.24,online_purchase,domestic,7,desktop,2,2377,0,0
7690.98,pos_payment,domestic,16,desktop,9,1237,0,1
6494.59,crypto_transfer,domestic,7,desktop,6,1546,0,0
537.64,crypto_transfer,domestic,7,tablet,8,832,0,1
14396.62,online_purchase,domestic,18,tablet,9,1225,1,0
1545.04,atm_withdrawal,domestic,17,tablet,6,3611,0,0
616.19,atm_withdrawal,domestic,18,tablet,10,3646,0,1
3691.0,online_purchase,domestic,15,desktop,11,2832,1,0
982.96,crypto_transfer,local,10,tablet,5,2517,1,1
6826.77,online_purchase,domestic,18,desktop,3,2999,0,0
7741.32,pos_payment,domestic,10,mobile,5,3348,1,0
4688.55,crypto_transfer,domestic,10,mobile,4,2247,1,1
764.41,pos_payment,domestic,18,mobile,7,834,0,1
1674.01,crypto_transfer,domestic,15,tablet,5,2802,0,0
5767.57,atm_withdrawal,domestic,18,mobile,6,3605,1,1
907.93,crypto_transfer,local,8,tablet,9,1484,1,0
10472.85,atm_withdrawal,domestic,19,tablet,4,2084,1,1
3105.31,online_purchase,local,14,desktop,7,1785,0,1
4531.07,atm_withdrawal,domestic,15,tablet,5,1871,1,1
5911.89,atm_withdrawal,domestic,18,tablet,9,2837,0,1
6249.14,pos_payment,domestic,11,tablet,8,1835,1,1
24.91,atm_withdrawal,local,16,desktop,2,3478,1,1
1681.06,atm_withdrawal,local,15,mobile,8,3036,0,1
12941.47,atm_withdrawal,domestic,17,mobile,3,812,0,1
18.5,atm_withdrawal,domestic,18,tablet,8,3120,1,0
7622.51,pos_payment,local,15,tablet,7,2987,1,1
7342.53,atm_withdrawal,domestic,7,desktop,6,2239,0,1
4996.41,crypto_transfer,local,8,mobile,8,2181,1,1
6469.91,atm_withdrawal,domestic,19,tablet,10,3170,0,0
11708.72,crypto_transfer,local,19,mobile,9,1971,0,0
12618.06,atm_withdrawal,local,19,desktop,7,1196,0,0
3905.23,online_purchase,local,6,desktop,8,1644,1,1
4837.36,online_purchase,domestic,11,mobile,6,1505,0,0
3637.24,crypto_transfer,domestic,16,mobile,9,2719,1,1
7197.95,crypto_transfer,domestic,16,mobile,9,1253,0,0
10248.88,online_purchase,domestic,7,tablet,3,2613,1,0
3423.79,pos_payment,local,14,tablet,4,2091,1,1
4961.04,pos_payment,local,8,desktop,4,3182,0,0
13955.77,online_purchase,local,13,desktop,3,2147,0,1
728.54,atm_withdrawal,domestic,9,desktop,5,3445,0,0
6911.54,pos_payment,local,6,desktop,4,3359,0,0
10673.37,crypto_transfer,domestic,7,desktop,7,1272,1,1
2256.81,crypto_transfer,local,18,desktop,3,2734,1,1
710.61,online_purchase,local,16,desktop,4,1357,0,1
2073.08,online_purchase,local,19,desktop,8,3134,1,0
13782.35,atm_withdrawal,local,12,desktop,5,2587,0,1
138.9,online_purchase,domestic,11,tablet,6,1589,0,1
2824.83,pos_payment,domestic,11,mobile,9,1458,0,1
469.25,online_purchase,local,14,mobile,11,1985,0,0
1659.44,online_purchase,domestic,11,desktop,7,3068,1,1
9302.24,online_purchase,domestic,16,mobile,3,3055,0,0
3624.58,atm_withdrawal,domestic,17,mobile,3,828,1,0
8538.18,crypto_transfer,domestic,18,tablet,11,1613,0,1
8852.93,online_purchase,domestic,9,desktop,8,1965,1,1
12741.53,crypto_transfer,domestic,13,desktop,9,2440,0,1
71.12,atm_withdrawal,domestic,9,tablet,8,1167,0,0
12800.54,online_purchase,domestic,6,mobile,4,1710,0,0
9286.79,atm_withdrawal,domestic,16,desktop,6,3316,0,1
2441.15,pos_payment,local,13,mobile,9,2122,0,0
11594.06,online_purchase,domestic,16,desktop,10,2903,0,1
12832.37,online_purchase,domestic,7,mobile,4,2146,1,0
3813.95,crypto_transfer,local,19,tablet,7,2088,0,1
13781.91,pos_payment,domestic,19,mobile,3,2546,1,1
6816.86,atm_withdrawal,domestic,12,mobile,10,1488,1,1
9051.37,crypto_transfer,local,18,mobile,4,1460,1,0
14769.74,crypto_transfer,domestic,9,mobile,8,3619,1,1
5423.04,atm_withdrawal,domestic,16,mobile,4,3268,0,0
12197.39,pos_payment,domestic,18,mobile,7,2884,1,1
4775.99,online_purchase,local,17,tablet,8,1131,1,1
11988.2,atm_withdrawal,local,17,tablet,5,819,1,1
9011.01,pos_payment,domestic,12,tablet,9,1243,0,1
3245.34,online_purchase,local,17,tablet,10,3468,1,1
6210.39,crypto_transfer,local,15,tablet,10,3114,0,0
4764.53,crypto_transfer,local,8,desktop,5,2258,0,1
1171.63,atm_withdrawal,local,7,desktop,9,3559,0,1
447.52,atm_withdrawal,domestic,16,desktop,7,1159,0,1
5197.18,online_purchase,domestic,14,mobile,7,2363,1,0
285.51,pos_payment,domestic,13,desktop,6,1266,1,1
2482.32,online_purchase,domestic,18,tablet,7,1625,0,0
10877.75,atm_withdrawal,domestic,15,mobile,3,3475,1,0
10621.37,pos_payment,local,11,tablet,6,3265,1,1
11078.71,pos_payment,local,11,tablet,4,1028,1,0
4757.3,pos_payment,local,14,desktop,4,1459,1,0
13350.29,online_purchase,local,16,desktop,3,2466,0,1
8907.46,crypto_transfer,local,14,mobile,4,910,0,0
1890.4,pos_payment,local,13,mobile,9,2337,1,1
2155.78,crypto_transfer,local,16,mobile,7,2437,0,1
10396.43,atm_withdrawal,domestic,15,tablet,2,1580,1,0
2594.16,crypto_transfer,domestic,17,desktop,9,1586,1,1
7609.39,atm_withdrawal,domestic,7,mobile,10,1400,1,0
14876.62,crypto_transfer,domestic,16,desktop,10,3462,0,1
60.11,online_purchase,domestic,13,tablet,9,1866,1,0
248.7,online_purchase,local,7,mobile,11,2439,1,1
14896.27,pos_payment,domestic,15,mobile,7,1611,0,1
8769.58,pos_payment,local,16,tablet,10,2782,0,0
1903.65,pos_payment,domestic,13,tablet,10,1027,0,1
13459.53,atm_withdrawal,local,17,desktop,5,940,0,1
13205.7,crypto_transfer,domestic,10,tablet,10,2904,1,1
8043.01,atm_withdrawal,local,9,desktop,9,2852,1,0
9326.88,pos_payment,domestic,11,desktop,9,1504,0,0
4097.81,crypto_transfer,domestic,11,mobile,10,1767,1,1
757.8,pos_payment,domestic,15,tablet,5,3525,0,0
8918.51,pos_payment,domestic,17,tablet,6,1035,0,0
4421.33,crypto_transfer,domestic,16,mobile,8,1265,0,0
9954.32,crypto_transfer,local,8,tablet,8,1986,1,0
12543.68,atm_withdrawal,domestic,11,tablet,10,1554,1,0
272.41,atm_withdrawal,domestic,8,mobile,10,2625,1,0
8935.71,online_purchase,local,15,mobile,8,2747,1,1
3469.21,pos_payment,local,9,desktop,10,2267,0,1
13108.33,crypto_transfer,domestic,13,desktop,4,2515,1,1
3804.97,atm_withdrawal,domestic,17,desktop,10,1996,0,0
9161.55,atm_withdrawal,domestic,15,desktop,3,2951,0,1
8303.11,online_purchase,domestic,10,tablet,7,854,1,1
5942.5,atm_withdrawal,domestic,10,desktop,3,1644,0,1
10164.31,online_purchase,domestic,15,mobile,7,2729,0,1
10886.54,crypto_transfer,local,13,mobile,5,1693,0,0
8504.07,pos_payment,domestic,7,tablet,3,960,0,1
11376.33,online_purchase,domestic,18,tablet,8,1738,1,1
14751.26,online_purchase,local,13,desktop,8,2808,0,0
6289.09,crypto_transfer,domestic,12,mobile,4,1087,1,0
7718.75,crypto_transfer,local,8,mobile,8,2846,1,0
187.05,crypto_transfer,domestic,11,mobile,4,2995,1,0
11940.43,online_purchase,domestic,10,mobile,3,2585,0,1
7803.45,online_purchase,domestic,9,desktop,3,1444,1,1
6119.42,online_purchase,domestic,14,mobile,7,3082,0,1
1411.08,crypto_transfer,domestic,12,mobile,9,1357,0,1
13344.85,crypto_transfer,domestic,18,mobile,7,3375,1,0
5925.11,crypto_transfer,domestic,19,tablet,9,2794,0,0
10238.72,online_purchase,domestic,9,desktop,7,891,1,1
2240.61,online_purchase,local,7,mobile,9,3064,0,1
14423.24,crypto_transfer,local,17,tablet,11,2209,1,0
2676.63,crypto_transfer,domestic,19,desktop,5,2052,1,1
2993.13,pos_payment,local,18,mobile,3,1958,1,0
12884.74,online_purchase,local,6,tablet,3,2502,0,1
13688.74,online_purchase,local,9,tablet,7,2846,0,0
3182.21,online_purchase,domestic,6,desktop,7,3346,1,0
7047.01,pos_payment,local,17,mobile,4,1528,1,0
11002.42,crypto_transfer,domestic,14,mobile,10,2572,0,1
13175.49,pos_payment,domestic,13,desktop,10,2734,0,0
5685.79,atm_withdrawal,domestic,13,tablet,4,2701,1,0
7755.29,crypto_transfer,local,9,tablet,4,2170,1,1
11125.75,online_purchase,domestic,14,tablet,4,1872,1,1
10967.04,crypto_transfer,local,6,tablet,5,2956,1,0
11744.4,crypto_transfer,domestic,15,desktop,10,1607,0,1
8549.01,pos_payment,local,16,desktop,7,1338,0,1
1569.23,crypto_transfer,domestic,15,tablet,3,2324,1,0
13559.6,pos_payment,local,10,tablet,6,1512,1,1
12983.59,atm_withdrawal,domestic,17,desktop,3,828,0,0
11971.46,atm_withdrawal,local,16,mobile,6,881,1,1
1497.94,crypto_transfer,domestic,8,tablet,6,2760,0,0
3065.96,pos_payment,domestic,8,mobile,8,3572,0,0
11154.01,online_purchase,local,15,desktop,7,2058,1,1
347.1,crypto_transfer,local,10,desktop,10,1160,0,1
14688.37,online_purchase,local,7,tablet,2,3119,0,1
5657.17,pos_payment,local,8,mobile,9,1494,1,0
10789.69,online_purchase,domestic,8,desktop,2,3637,0,1
13313.57,pos_payment,domestic,12,desktop,5,2375,0,1
5919.45,atm_withdrawal,local,14,mobile,10,1410,1,1
4786.99,atm_withdrawal,domestic,8,mobile,8,2179,0,0
9131.12,pos_payment,local,16,desktop,3,1710,1,1
8714.84,crypto_transfer,domestic,10,tablet,6,3006,0,1
6137.1,atm_withdrawal,domestic,10,desktop,8,1040,0,0
9026.62,crypto_transfer,domestic,9,tablet,10,3233,1,0
14030.72,atm_withdrawal,domestic,17,tablet,8,2971,0,1
7014.6,online_purchase,domestic,19,tablet,2,3245,1,1
2951.13,online_purchase,domestic,13,tablet,6,3343,1,0
5658.09,online_purchase,local,6,tablet,3,1402,1,0
5911.6,pos_payment,domestic,9,tablet,2,2252,0,1
1966.63,pos_payment,domestic,8,mobile,7,3212,0,0
2443.07,atm_withdrawal,domestic,17,tablet,9,1832,1,0
10268.43,atm_withdrawal,local,7,mobile,2,907,0,1
5092.17,crypto_transfer,local,19,tablet,9,1582,1,1
14323.48,pos_payment,domestic,14,desktop,8,1437,1,0
3653.95,online_purchase,domestic,13,tablet,9,3271,0,1
1483.87,online_purchase,domestic,17,desktop,4,2085,0,1
11302.57,atm_withdrawal,domestic,6,desktop,5,2726,1,1
13215.54,atm_withdrawal,domestic,16,desktop,3,3539,1,1
4171.7,crypto_transfer,local,7,desktop,4,1604,0,0
3031.32,pos_payment,domestic,17,desktop,5,2953,1,1
2786.49,crypto_transfer,local,13,desktop,5,797,1,0
7830.18,pos_payment,local,7,desktop,4,1035,0,1
7026.25,atm_withdrawal,local,17,desktop,4,1203,0,1
3891.6,pos_payment,domestic,6,mobile,10,1643,1,1
677.6,pos_payment,domestic,8,desktop,9,1907,1,0
7222.37,pos_payment,domestic,17,mobile,5,2123,1,1
14389.99,online_purchase,local,12,mobile,10,1447,0,0
9787.79,pos_payment,domestic,18,desktop,4,924,1,0
7432.6,atm_withdrawal,domestic,15,mobile,6,2709,1,1
1660.38,crypto_transfer,domestic,14,desktop,9,800,1,1
3786.54,crypto_transfer,domestic,10,tablet,6,3094,0,0
4421.61,pos_payment,domestic,8,tablet,4,3443,0,1
11472.05,crypto_transfer,domestic,19,mobile,5,2805,1,1
13150.66,pos_payment,domestic,7,desktop,6,2471,0,0
13524.63,online_purchase,domestic,13,desktop,7,2649,0,1
14768.53,pos_payment,local,10,tablet,6,2635,1,0
14735.5,crypto_transfer,local,9,desktop,6,3451,0,0
14294.99,online_purchase,local,14,tablet,4,3546,1,0
